Mod:Item:MetaData, Localized Name
securitycraft:reinforced_stone_brick:2, Reinforced Cracked Stone Bricks
securitycraft:reinforced_stone_brick:3, Reinforced Chiseled Stone Bricks
securitycraft:reinforced_stairs_stone_brick, Reinforced Stone Brick Stairs
securitycraft:reinforced_mossy_cobblestone, Reinforced Moss Stone
securitycraft:reinforced_brick, Reinforced Bricks
securitycraft:reinforced_stairs_brick, Reinforced Brick Stairs
securitycraft:reinforced_nether_brick, Reinforced Nether Brick
securitycraft:reinforced_stairs_nether_brick, Reinforced Nether Brick Stairs
securitycraft:reinforced_hardened_clay, Reinforced Terracotta
securitycraft:reinforced_stained_hardened_clay:0, Reinforced White Terracotta
securitycraft:reinforced_stained_hardened_clay:1, Reinforced Orange Terracotta
securitycraft:reinforced_stained_hardened_clay:2, Reinforced Magenta Terracotta
securitycraft:reinforced_stained_hardened_clay:3, Reinforced Light Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:4, Reinforced Yellow Terracotta
securitycraft:reinforced_stained_hardened_clay:5, Reinforced Lime Terracotta
securitycraft:reinforced_stained_hardened_clay:6, Reinforced Pink Terracotta
securitycraft:reinforced_stained_hardened_clay:7, Reinforced Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:8, Reinforced Light Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:9, Reinforced Cyan Terracotta
securitycraft:reinforced_stained_hardened_clay:10, Reinforced Purple Terracotta
securitycraft:reinforced_stained_hardened_clay:11, Reinforced Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:12, Reinforced Brown Terracotta
securitycraft:reinforced_stained_hardened_clay:13, Reinforced Green Terracotta
securitycraft:reinforced_stained_hardened_clay:14, Reinforced Red Terracotta
securitycraft:reinforced_stained_hardened_clay:15, Reinforced Black Terracotta
securitycraft:reinforced_logs:0, Reinforced Oak Wood
securitycraft:reinforced_logs:1, Reinforced Spruce Wood
securitycraft:reinforced_logs:2, Reinforced Birch Wood
securitycraft:reinforced_logs:3, Reinforced Jungle Wood
securitycraft:reinforced_logs2:0, Reinforced Acacia Wood
securitycraft:reinforced_logs2:1, Reinforced Dark Oak Wood
securitycraft:reinforced_metals:0, Reinforced Block of Gold
securitycraft:reinforced_metals:1, Reinforced Block of Iron
securitycraft:reinforced_metals:2, Reinforced Block of Diamond
securitycraft:reinforced_metals:3, Reinforced Block of Emerald
securitycraft:reinforced_compressed_blocks:0, Reinforced Lapis Lazuli Block
securitycraft:reinforced_compressed_blocks:1, Reinforced Block of Coal
securitycraft:reinforced_wool:0, Reinforced White Wool
securitycraft:reinforced_wool:1, Reinforced Orange Wool
securitycraft:reinforced_wool:2, Reinforced Magenta Wool
securitycraft:reinforced_wool:3, Reinforced Light Blue Wool
securitycraft:reinforced_wool:4, Reinforced Yellow Wool
securitycraft:reinforced_wool:5, Reinforced Lime Wool
securitycraft:reinforced_wool:6, Reinforced Pink Wool
securitycraft:reinforced_wool:7, Reinforced Gray Wool
securitycraft:reinforced_wool:8, Reinforced Light Gray Wool
securitycraft:reinforced_wool:9, Reinforced Cyan Wool
securitycraft:reinforced_wool:10, Reinforced Purple Wool
securitycraft:reinforced_wool:11, Reinforced Blue Wool
securitycraft:reinforced_wool:12, Reinforced Brown Wool
securitycraft:reinforced_wool:13, Reinforced Green Wool
securitycraft:reinforced_wool:14, Reinforced Red Wool
securitycraft:reinforced_wool:15, Reinforced Black Wool
securitycraft:reinforced_quartz:0, Reinforced Block of Quartz
securitycraft:reinforced_quartz:1, Reinforced Chiseled Quartz Block
securitycraft:reinforced_quartz:2, Reinforced Pillar Quartz Block
securitycraft:reinforced_stairs_quartz, Reinforced Quartz Stairs
securitycraft:reinforced_prismarine:0, Reinforced Prismarine
securitycraft:reinforced_prismarine:1, Reinforced Prismarine Bricks
securitycraft:reinforced_prismarine:2, Reinforced Dark Prismarine
securitycraft:reinforced_red_sandstone:0, Reinforced Red Sandstone
securitycraft:reinforced_red_sandstone:1, Reinforced Chiseled Red Sandstone
securitycraft:reinforced_red_sandstone:2, Reinforced Smooth Red Sandstone
securitycraft:reinforced_stairs_red_sandstone, Reinforced Red Sandstone Stairs
securitycraft:reinforced_stone_slabs2:0, Reinforced Red Sandstone Slab
securitycraft:reinforced_stone_slabs2:1, Reinforced Purpur Slab
securitycraft:reinforced_end_stone_bricks, Reinforced End Stone Bricks
securitycraft:reinforced_red_nether_brick, Reinforced Red Nether Brick
securitycraft:reinforced_purpur:0, Reinforced Purpur Block
securitycraft:reinforced_purpur:1, Reinforced Purpur Pillar
securitycraft:reinforced_stairs_purpur, Reinforced Purpur Stairs
securitycraft:reinforced_concrete:0, Reinforced Concrete
securitycraft:reinforced_concrete:1, Reinforced Orange Concrete
securitycraft:reinforced_concrete:2, Reinforced Magenta Concrete
securitycraft:reinforced_concrete:3, Reinforced Light Blue Concrete
securitycraft:reinforced_concrete:4, Reinforced Yellow Concrete
securitycraft:reinforced_concrete:5, Reinforced Lime Concrete
securitycraft:reinforced_concrete:6, Reinforced Pink Concrete
securitycraft:reinforced_concrete:7, Reinforced Gray Concrete
securitycraft:reinforced_concrete:8, Reinforced Light Gray Concrete
securitycraft:reinforced_concrete:9, Reinforced Cyan Concrete
securitycraft:reinforced_concrete:10, Reinforced Purple Concrete
securitycraft:reinforced_concrete:11, Reinforced Blue Concrete
securitycraft:reinforced_concrete:12, Reinforced Brown Concrete
securitycraft:reinforced_concrete:13, Reinforced Green Concrete
securitycraft:reinforced_concrete:14, Reinforced Red Concrete
securitycraft:reinforced_concrete:15, Reinforced Black Concrete
securitycraft:motion_activated_light, Motion-Activated Light
securitycraft:reinforced_obsidian, Reinforced Obsidian
securitycraft:reinforced_netherrack, Reinforced Netherrack
securitycraft:reinforced_end_stone, Reinforced End Stone
securitycraft:reinforced_sea_lantern, Reinforced Sea Lantern
securitycraft:reinforced_bone_block, Reinforced Bone Block
securitycraft:reinforced_glass_pane, Reinforced Glass Pane
securitycraft:reinforced_stained_panes:0, Reinforced White Stained Glass Pane
securitycraft:reinforced_stained_panes:1, Reinforced Orange Stained Glass Pane
securitycraft:reinforced_stained_panes:2, Reinforced Magenta Stained Glass Pane
securitycraft:reinforced_stained_panes:3, Reinforced Light Blue Stained Glass Pane
securitycraft:reinforced_stained_panes:4, Reinforced Yellow Stained Glass Pane
securitycraft:reinforced_stained_panes:5, Reinforced Lime Stained Glass Pane
securitycraft:reinforced_stained_panes:6, Reinforced Pink Stained Glass Pane
securitycraft:reinforced_stained_panes:7, Reinforced Gray Stained Glass Pane
securitycraft:reinforced_stained_panes:8, Reinforced Light Stained Glass Pane
securitycraft:reinforced_stained_panes:9, Reinforced Cyan Stained Glass Pane
securitycraft:reinforced_stained_panes:10, Reinforced Purple Stained Glass Pane
securitycraft:reinforced_stained_panes:11, Reinforced Blue Stained Glass Pane
securitycraft:reinforced_stained_panes:12, Reinforced Brown Stained Glass Pane
securitycraft:reinforced_stained_panes:13, Reinforced Green Stained Glass Pane
securitycraft:reinforced_stained_panes:14, Reinforced Red Stained Glass Pane
securitycraft:reinforced_stained_panes:15, Reinforced Black Stained Glass Pane
securitycraft:reinforced_carpet:0, Reinforced White Carpet
securitycraft:reinforced_carpet:1, Reinforced Orange Carpet
securitycraft:reinforced_carpet:2, Reinforced Magenta Carpet
securitycraft:reinforced_carpet:3, Reinforced Light Blue Carpet
securitycraft:reinforced_carpet:4, Reinforced Yellow Carpet
securitycraft:reinforced_carpet:5, Reinforced Lime Carpet
securitycraft:reinforced_carpet:6, Reinforced Pink Carpet
securitycraft:reinforced_carpet:7, Reinforced Gray Carpet
securitycraft:reinforced_carpet:8, Reinforced Light Gray Carpet
securitycraft:reinforced_carpet:9, Reinforced Cyan Carpet
securitycraft:reinforced_carpet:10, Reinforced Purple Carpet
securitycraft:reinforced_carpet:11, Reinforced Blue Carpet
securitycraft:reinforced_carpet:12, Reinforced Brown Carpet
securitycraft:reinforced_carpet:13, Reinforced Green Carpet
securitycraft:reinforced_carpet:14, Reinforced Red Carpet
securitycraft:reinforced_carpet:15, Reinforced Black Carpet
securitycraft:reinforced_glowstone, Reinforced Glowstone
securitycraft:gravel_mine, Gravel Mine
securitycraft:reinforced_sand, Reinforced Sand
securitycraft:reinforced_gravel, Reinforced Gravel
securitycraft:codebreaker, Codebreaker
securitycraft:door_indestructible_iron_item, Reinforced Iron Door
securitycraft:scanner_door_item, Scanner Door
securitycraft:universal_block_remover, Universal Block Remover
securitycraft:keycard_lv1, Level 1 Keycard
securitycraft:keycard_lv2, Level 2 Keycard
securitycraft:keycard_lv3, Level 3 Keycard
securitycraft:keycard_lv4, Level 4 Keycard
securitycraft:keycard_lv5, Level 5 Keycard
securitycraft:limited_use_keycard, Limited Use Keycard
securitycraft:remote_access_mine, Mine Remote Access Tool
securitycraft:bucket_f_water, Bucket Of Fake Water
securitycraft:bucket_f_lava, Bucket Of Fake Lava
securitycraft:universal_block_modifier, Universal Block Modifier
securitycraft:redstone_module, Redstone Module
securitycraft:whitelist_module, Whitelist Module
securitycraft:blacklist_module, Blacklist Module
securitycraft:harming_module, Harming Module
securitycraft:smart_module, Smart Module
securitycraft:storage_module, Storage Module
securitycraft:disguise_module, Disguise Module
securitycraft:wire_cutters, Wire Cutters
securitycraft:admin_tool, Admin Tool
securitycraft:keypad_item, Key Panel
securitycraft:camera_monitor, Camera Monitor
securitycraft:taser, Taser
securitycraft:sc_manual, SecurityCraft Manual
securitycraft:universal_owner_changer, Universal Owner Changer
securitycraft:universal_block_reinforcer_lvl1, Universal Block Reinforcer (LvL1)
securitycraft:universal_block_reinforcer_lvl2, Universal Block Reinforcer (LvL2)
securitycraft:universal_block_reinforcer_lvl3, Universal Block Reinforcer (LvL3)
securitycraft:briefcase, Briefcase
securitycraft:universal_key_changer, Universal Key Changer
securitycraft:taser_powered, Taser
securitycraft:secret_sign_item, Secret Sign
securitycraft:sentry, Sentry
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
